Book Name,Author,Rating,Number of Reviews,Price
"All Is Well: Heal Your Body with Medicine, Affirmations, and Intuition",Louise L. Hay,4.5,301.0,702
Figuring,Maria Popova,4.7,236.0,949
"Start Late, Finish Rich: A No-Fail Plan for Achieving Financial Freedom at Any Age",David Bach,4.5,391.0,1005
The Decline and Rise of Democracy: A Global History from Antiquity to Today,David Stastavage,4.5,8.0,703
"Do No Harm: Stories of Life, Death, and Brain Surgery",Henry Marsh,4.7,2730.0,713
The Desire Map Daily: A Guide to Feeling Your Power Every Day,Danielle LaPorte,4.4,6.0,328
Her Body and Other Parties,Carmen Maria Machado,4.3,472.0,645
The Trial [Alpha DVD],Franz Kafka,4.5,219.0,266
K2: Life and Death on the World's Most Dangerous Mountain,Ed Viesturs,4.4,211.0,1131
"Amritvani, Volume 1",Brahma Kumaris,4.0,1.0,190
"All Is Well: Heal Your Body with Medicine, Affirmations, and Intuition",Louise L. Hay,4.5,301.0,702
Figuring,Maria Popova,4.7,236.0,949
"Start Late, Finish Rich: A No-Fail Plan for Achieving Financial Freedom at Any Age",David Bach,4.5,391.0,1005
How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day,Michael J. Gelb,4.5,277.0,377
The Decline and Rise of Democracy: A Global History from Antiquity to Today,David Stastavage,4.5,8.0,703
"Do No Harm: Stories of Life, Death, and Brain Surgery",Henry Marsh,4.7,2730.0,713
The Desire Map Daily: A Guide to Feeling Your Power Every Day,Danielle LaPorte,4.4,6.0,328
Her Body and Other Parties,Carmen Maria Machado,4.3,472.0,645
The Trial [Alpha DVD],Franz Kafka,4.5,219.0,266
K2: Life and Death on the World's Most Dangerous Mountain,Ed Viesturs,4.4,211.0,1131
"Amritvani, Volume 1",Brahma Kumaris,4.0,1.0,190
The Warrior Goddess Training Program: Becoming the Woman You Are Meant to Be,HeatherAsh Amara,4.6,3.0,1148
"Trunk Music: Harry Bosch Series, Book 5",Michael Connelly,4.7,1987.0,913
Pines,Blake Crouch,4.2,6013.0,603
Varjak Paw,S F Said,4.8,409.0,615
The Looking Glass War,John Le Carré,4.3,283.0,1195
Space: A Children's Encyclopedia,DK,4.7,823.0,615
"Korean – Tamil. For travel: I listen, I repeat, I speak - Korean",J. M. Gardner,-1,,225
Chanakya and the Art of Getting Rich,Radhakrishnan Pillai,4.2,98.0,502
Dhyan [Care],Shameem Khan,3.7,115.0,233
"How Successful People Think: Change Your Thinking, Change Your Life",John C. Maxwell,4.6,1004.0,500
Ahankar (Hindi),OSHO,-1,,167
"How to Write Funny: Your Serious, Step-By-Step Blueprint for Creating Incredibly, Irresistibly, Successfully Hilarious Writing, Book 1",Scott Dikkers,4.4,112.0,501
Business Risk Buster Intervenes At a Hotel: The Truth Revealed About Business Risk 8,Vladimir John,-1,,133
The Visitor: A Roald Dahl Short Story,Roald Dahl,5.0,3.0,410
"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 3",Seneca presented by Tim Ferriss Audio,-1,,836
JumpStart Your Thinking: A 90-Day Improvement Plan,John C. Maxwell,4.8,39.0,500
The Data Driven Leader: A Powerful Approach to Delivering Measurable Business Impact Through People Analytics,Jenny Dearborn,3.9,14.0,586
The Art of Dreaming,Carlos Castaneda,4.5,151.0,938
Solving Problems with Design Thinking: Ten Stories of What Works,Jeanne Liedtka,4.5,43.0,668
"Bounce: Mozart, Federer, Picasso, Beckham, and the Science of Success",Matthew Syed,4.6,927.0,11862
Aesop's Fables (AmazonClassics Edition),Aesop,4.3,570.0,167
"The Subtle Knife: His Dark Materials Trilogy, Book 2",Philip Pullman,4.6,1224.0,653
The Qur'an (Arabic Edition with English Translation): Surah 3 - Al Imran,A Haleem,-1,,113
Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.6,1386.0,702
The Rumour,Anushka Ravishankar,5.0,2.0,75
The Rules of Magic,Alice Hoffman,4.5,1736.0,785
"Choose Yourself!: Be Happy, Make Millions, Live the Dream",James Altucher,4.4,2084.0,501
Churchill: Walking with Destiny,Andrew Roberts,4.8,1356.0,1093
Thomas Merton on Sufism,Thomas Merton,-1,,468
In the Dream House: A Memoir,Carmen Maria Machado,4.7,330.0,569
Sleep Programming Spiritual Breakthrough: Listen as You Go to Sleep to Program Your Mind with New Beliefs,Dick Sutphen,-1,,1774
Purple Hibiscus,Chimamanda Ngozi Adichie,4.6,1562.0,938
Krishna Krishna,Indra Parthasarathy,4.2,3.0,468
Echo,Pam Muñoz Ryan,4.7,454.0,656
No Spin: My Autobiography,Shane Warne,4.3,180.0,683
Beyond the Goal: Theory of Constraints,Eliyahu M. Goldratt,4.6,13.0,703
The Shadow of the Lion,Dave Freer,4.2,36.0,1407
"Stone Cold: Camel Club, Book 3",David Baldacci,4.7,1330.0,323
How I Braved Anu Aunty and Co-Founded a Million Dollar Company: A True Story,Varun Agarwal,4.4,548.0,668
The Course of Love,Alain de Botton,4.5,751.0,683
"Dying to Be Me: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,4.5,4091.0,585
The Adventures of Sherlock Holmes: BBC Radio 4 full-cast dramatisations,Arthur Conan Doyle,-1,,888
Peter Pan,J. M. Barrie,4.4,1284.0,501
The ISIS Peril: The World’s Most Feared Terror Group and its Shadow on South Asia,Kabir Taneja,4.2,4.0,879
The Legend of Genghis Khan: Untold Story of the Conqueror,Sutapa Basu,3.8,19.0,668
Courage to Change: One Day at a Time in Al-Anon II,Al-Anon Family Group,-1,,668
Nevertheless: A Memoir,Alec Baldwin,4.3,203.0,10873
The 33 Strategies of War,Robert Greene,4.6,1045.0,773
The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,4.2,149.0,888
You Can Thrive After Narcissistic Abuse: The #1 System for Recovering from Toxic Relationships,Melanie Tonia Evans,4.7,181.0,837
Shelter Mountain,Robyn Carr,4.7,711.0,1055
"For the Love of Europe: My Favorite Places, People, and Stories",Rick Steves,4.8,150.0,500
Switchwords: How to Use One Word to Get What You Want,Liz Dean,4.3,214.0,5373
Courage to Change: One Day at a Time in Al-Anon II,Al-Anon Family Group,-1,,668
Nevertheless: A Memoir,Alec Baldwin,4.3,203.0,10873
The 33 Strategies of War,Robert Greene,4.6,1045.0,773
The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,4.2,149.0,888
You Can Thrive After Narcissistic Abuse: The #1 System for Recovering from Toxic Relationships,Melanie Tonia Evans,4.7,181.0,837
Shelter Mountain,Robyn Carr,4.7,711.0,1055
"For the Love of Europe: My Favorite Places, People, and Stories",Rick Steves,4.8,150.0,500
Switchwords: How to Use One Word to Get What You Want,Liz Dean,4.3,214.0,5373
Buddha: His Life and Teachings,OSHO,-1,,167
Our Chemical Hearts,Krystal Sutherland,4.3,206.0,1328
Energy and Civilization: A History,Vaclav Smil,4.6,242.0,820
"Mightier than the Sword: Clifton Chronicles, Book 5",Jeffrey Archer,4.5,6325.0,323
Spirit Junkie: A Radical Road to Self-Love and Miracles,Gabrielle Bernstein,4.4,410.0,754
The Entrepreneur Roller Coaster: Why Now Is the Time to #JointheRide,Darren Hardy,4.9,396.0,608
If It's Not Forever,Durjoy Datta,4.3,472.0,754
From Anger to Intimacy,Gary Smalley,4.7,65.0,586
Why Are We Yelling?: The Art of Productive Disagreement,Buster Benson,4.4,52.0,323
Remote Viewing and Remote Influencing: The Next Evolution in Mind Power,Dennis Higgins PH.D.,-1,,1774
"Screw It, Let's Do It: Lessons in Life and Business",Sir Richard Branson,4.4,926.0,683
The One,John Marrs,4.4,2300.0,888
The Bogleheads' Guide to Investing: Second Edition,Taylor Larimore,4.7,507.0,586
Adultery,Paulo Coelho,3.8,1458.0,683
"DogZombies Rule for Now: Tom Gates, Book 11",Liz Pichon,4.8,748.0,531
Meditation and Mantras,Swami Vishnu-Devananda,4.4,37.0,836
The Poison of Love,K. R. Meera,3.9,51.0,377
English Vocabulary Master - 300 Idioms. For Intermediate / Advanced Learners - Proficiency Level B2-C1: Listen & Learn,Dorota Guzik,-1,,401
"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,4.4,746.0,820
Lies My Doctor Told Me: Medical Myths That Can Harm Your Health,Dr. Ken Berry,4.8,1751.0,668
More Than Enough: Claiming Space for Who You Are (No Matter What They Say),Elaine Welteroth,4.8,600.0,752
The Einstein Factor: A Proven New Method for Increasing Your Intelligence,Win Wenger,4.3,54.0,1774
Murder in the Cathedral,T. S. Eliot,4.3,81.0,516
Stick Man,Julia Donaldson,4.8,1720.0,190
I'm a Joke and So Are You: Reflections on Humour and Humanity,Robin Ince,4.6,97.0,421
Stop Premature Ejaculation: Increase Your Sexual Stamina with Subliminal Messages,Subliminal Guru,-1,,1291
Throne of Glass: A Throne of Glass Novel,Sarah J. Maas,4.6,5405.0,1003
Why Are We Yelling?: The Art of Productive Disagreement,Buster Benson,4.4,52.0,323
Remote Viewing and Remote Influencing: The Next Evolution in Mind Power,Dennis Higgins PH.D.,-1,,1774
"Screw It, Let's Do It: Lessons in Life and Business",Sir Richard Branson,4.4,926.0,683
The One,John Marrs,4.4,2300.0,888
The Bogleheads' Guide to Investing: Second Edition,Taylor Larimore,4.7,507.0,586
Adultery,Paulo Coelho,3.8,1459.0,683
"DogZombies Rule for Now: Tom Gates, Book 11",Liz Pichon,4.8,748.0,531
Meditation and Mantras,Swami Vishnu-Devananda,4.4,37.0,836
The Poison of Love,K. R. Meera,3.9,51.0,377
English Vocabulary Master - 300 Idioms. For Intermediate / Advanced Learners - Proficiency Level B2-C1: Listen & Learn,Dorota Guzik,-1,,401
"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,4.4,746.0,820
Lies My Doctor Told Me: Medical Myths That Can Harm Your Health,Dr. Ken Berry,4.8,1751.0,668
More Than Enough: Claiming Space for Who You Are (No Matter What They Say),Elaine Welteroth,4.8,600.0,752
Stillhouse Lake,Rachel Caine,4.5,9050.0,1005
101 Animals Stories,Dreamland Publications,4.3,558.0,233
"Birthday Drama!: Dork Diaries, Book 13",Rachel Renée Russell,4.7,1423.0,797
Get Smart: How to Think and Act Like the Most Successful and Highest-Paid People in Every Field,Brian Tracy,4.5,84.0,586
"When I Say No, I Feel Guilty",Manuel J. Smith,4.3,433.0,1131
The Lovely Lady,D. H. Lawrence,1.0,1.0,303
Trust Your Vibes: Secret Tools for Six-Sensory Living,Sonia Choquette,4.7,260.0,1406
"The Power of Right Believing: 7 Keys to Freedom from Fear, Guilt, and Addiction",Joseph Prince,4.8,1208.0,469
History of the Ancient World: A Global Perspective,Gregory S. Aldrete,-1,,1774
The Original Be Here Now Talks,Ram Dass,5.0,5.0,603
Business Secrets from the Bible: Spiritual Success Strategies for Financial Abundance,Daniel Lapin,4.7,457.0,836
The Princess and the Wizard,Julia Donaldson,4.6,516.0,323
Sister Outsider: Penguin Modern Classics,Audre Lorde,4.9,408.0,888
Brag Better: Master the Art of Fearless Self-Promotion,Meredith Fineman,4.8,26.0,879
The Origin of Species (AmazonClassics Edition),Charles Darwin,4.5,377.0,1005
Healing Psoriasis: The Natural Alternative,John O. A. Pagano,4.5,568.0,891
Trust Your Vibes: Secret Tools for Six-Sensory Living,Sonia Choquette,4.7,260.0,1406
"The Power of Right Believing: 7 Keys to Freedom from Fear, Guilt, and Addiction",Joseph Prince,4.8,1208.0,469
History of the Ancient World: A Global Perspective,Gregory S. Aldrete,-1,,1774
The Original Be Here Now Talks,Ram Dass,5.0,5.0,603
Business Secrets from the Bible: Spiritual Success Strategies for Financial Abundance,Daniel Lapin,4.7,457.0,836
The Princess and the Wizard,Julia Donaldson,4.6,516.0,323
Sister Outsider: Penguin Modern Classics,Audre Lorde,4.9,408.0,888
Brag Better: Master the Art of Fearless Self-Promotion,Meredith Fineman,4.8,26.0,879
The Origin of Species (AmazonClassics Edition),Charles Darwin,4.5,377.0,1005
Healing Psoriasis: The Natural Alternative,John O. A. Pagano,4.5,568.0,891
"The Drone Pursuit: Tom Swift Inventors' Academy, Book 1",Victor Appleton,4.7,8.0,351
Finding Flow: The Psychology of Engagement with Everyday Life,Mihaly Csikszentmihalyi,4.4,146.0,656
The Cult of the Customer: Create an Amazing Customer Experience That Turns Satisfied Customers into Customer Evangelists,Shep Hyken,4.3,3.0,586
Dr. Dhurandhar's Fat-loss Diet,Dr. Nikhil V. Dhurandhar,3.7,119.0,501
The Old Man and the Sea: CliffsNotes,Jeanne Sallade Criswell M.F.A.,4.8,9.0,352
Anna Karenina,Leo Tolstoy,4.4,810.0,835
Becoming Bulletproof: Lessons in Fearlessness from a Former Secret Service Agent,Evy Poumpouras,4.5,75.0,645
"Top of the Class (Nearly): Tom Gates, Book 9",Liz Pichon,4.7,611.0,531
"The High-Potential Leader: How to Grow Fast, Take on New Responsibilities, and Make an Impact",Ram Charan,4.5,75.0,668
Caffeine: How Caffeine Created the Modern World,Michael Pollan,-1,,300
"File Zero: An Agent Zero Spy Thriller, Book 5",Jack Mars,4.8,74.0,668
The Meaning of Happiness: The Quest for Freedom of the Spirit in Modern Psychology and the Wisdom of the East,Alan Watts,4.7,72.0,398
Cashflow Quadrant: Rich Dad Poor Dad,Robert T. Kiyosaki,4.8,18.0,602
"Storm Front: The Dresden Files, Book 1",Jim Butcher,4.5,3210.0,938
Summary: Never Split the Difference by Chris Voss and Tahl Raz: Negotiating as If Your Life Depended on It,Quality Summaries,3.0,1.0,233
Heart: A History,Sandeep Jauhar,4.7,145.0,879
"Rama II: Rama Series, Book 2",Arthur C. Clarke,3.3,278.0,873
"Timeless Beauty: Over 100 Tips, Secrets, and Shortcuts to Looking Great",Christie Brinkley,4.2,242.0,500
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.7,1755.0,1003
Menaka's Choice,Kavita Kane,4.3,176.0,836
The Water Dancer,Ta-Nehisi Coates,4.6,4055.0,888
Antifragile: Prosperare nel disordine,Nassim Nicholas Taleb,4.2,40.0,1073
Stories for Kids Who Dare to be Different,Ben Brooks,4.6,221.0,569
Life with Picasso,Francoise Gilot,3.7,27.0,703
KIZUMONOGATARI: Wound Tale,NISIOISIN,4.9,493.0,1004
The Fourth Turning: An American Prophecy,William Strauss,4.5,875.0,701
Improve Your Communication Skills: Creating Success,Alan Barker,5.0,3.0,469
The Storytelling Animal: How Stories Make Us Human,Jonathan Gottschall,4.3,238.0,703
Influencer: The Power to Change Anything,Kerry Patterson,4.5,189.0,837
"Destiny in Flames: Hidden Realms of Silver Lake Series, Book 4",Vella Day,5.0,4.0,586
Becoming Bulletproof: Lessons in Fearlessness from a Former Secret Service Agent,Evy Poumpouras,4.5,75.0,645
"Top of the Class (Nearly): Tom Gates, Book 9",Liz Pichon,4.7,611.0,531
"The High-Potential Leader: How to Grow Fast, Take on New Responsibilities, and Make an Impact",Ram Charan,4.5,75.0,668
Caffeine: How Caffeine Created the Modern World,Michael Pollan,-1,,300
"File Zero: An Agent Zero Spy Thriller, Book 5",Jack Mars,4.8,74.0,668
The Meaning of Happiness: The Quest for Freedom of the Spirit in Modern Psychology and the Wisdom of the East,Alan Watts,4.7,72.0,398
Cashflow Quadrant: Rich Dad Poor Dad,Robert T. Kiyosaki,4.8,18.0,602
"Change Your Thinking, Change Your Life: How to Unlock Your Full Potential for Success and Achievement",Brian Tracy,4.7,119.0,820
The Water Dancer,Ta-Nehisi Coates,4.6,4055.0,888
Antifragile: Prosperare nel disordine,Nassim Nicholas Taleb,4.2,40.0,1073
Die Next,Jonathan Stone,4.3,17.0,500
Find Me,André Aciman,4.3,1761.0,759
Wheels of Life: A User's Guide to the Chakra System,Anodea Judith,4.7,799.0,421
The Girls,Emma Cline,3.6,1733.0,569
Artemis Fowl and the Eternity Code,Eoin Colfer,4.7,519.0,888
"Matthew Henry’s Concise Commentary on the Whole Bible, Vol. 2",Matthew Henry,4.5,892.0,1523
Pollyanna,Eleanor H. Porter,4.6,954.0,478
The Power of Ambition: Unleashing the Conquering Drive Within You!,Jim Rohn,-1,,1439
"Running Lean, 2nd Edition: Iterate from Plan A to a Plan That Works",Ash Maurya,4.7,475.0,586
One of Us Is Next,Karen McManus,4.7,1708.0,683
"Zen Attitude: Rei Shimura Mysteries Series, Book 2",Sujata Massey,4.1,27.0,703
After 20 Years,O. Henry,-1,,65
Power Breathing: Prana Practices for Health and Vitality,Master Stephen Co,4.0,13.0,328
A Time for all Things: Collected Essays and Sketches,Ruskin Bond,4.5,30.0,1003
Pollyanna,Eleanor H. Porter,4.6,954.0,478
The Power of Ambition: Unleashing the Conquering Drive Within You!,Jim Rohn,-1,,1439
"Running Lean, 2nd Edition: Iterate from Plan A to a Plan That Works",Ash Maurya,4.7,475.0,586
One of Us Is Next,Karen McManus,4.7,1708.0,683
After 20 Years,O. Henry,-1,,65
Power Breathing: Prana Practices for Health and Vitality,Master Stephen Co,4.0,13.0,328
A Time for all Things: Collected Essays and Sketches,Ruskin Bond,4.5,30.0,1003
"Extra Special Treats (...not): Tom Gates, Book 6",Liz Pichon,4.8,601.0,531
Get Out of Your Mind & Into Your Life: The New Acceptance & Commitment Therapy,Paul Boehmer,4.4,641.0,938
Being and Time,Martin Heidegger,4.4,156.0,1605
The Tata Group: From Torchbearers to Trailblazers,Shashank Shah,4.7,70.0,879
The Outsider: My Life in Intrigue,Frederick Forsyth,4.6,637.0,752
Naya Manushya (Hindi),OSHO,-1,,167
The Fourth Realm: A Military Portal Fantasy LitRPG Series,Michael Chatfield,4.4,556.0,1003
The Crime Book: Big Ideas Simply Explained,DK,4.6,177.0,888
On the Path to Enlightenment: Heart Advice From the Great Tibetan Masters,Matthieu Ricard,4.7,45.0,668
The Fourth Realm: A Military Portal Fantasy LitRPG Series,Michael Chatfield,4.4,556.0,1003
The Crime Book: Big Ideas Simply Explained,DK,4.6,177.0,888
On the Path to Enlightenment: Heart Advice From the Great Tibetan Masters,Matthieu Ricard,4.7,45.0,668
"The Shooting Star: A Girl, Her Backpack and the World",Shivya Nath,4.6,311.0,879
Vampire Academy: Last Sacrifice,Richelle Mead,4.5,1401.0,820
#Girlboss,Sophia Amoruso,4.5,2260.0,615
Strong Medicine,Arthur Hailey,4.3,81.0,1005
"Scorpia Rising: Alex Rider, Book 9",Anthony Horowitz,4.7,386.0,645
The Starless Sea,Erin Morgenstern,4.3,2039.0,888
Three Act Tragedy,Hugh Fraser,-1,,5709
"The Divine Matrix: Bridging Time, Space, Miracles, and Belief",Gregg Braden,4.7,674.0,562
Zone to Win: Organizing to Compete in an Age of Disruption,Geoffrey A. Moore,4.4,104.0,586
"Wild for You: Hot Jocks, Book 6",Kendall Ryan,4.5,214.0,668
The ABC Murders,Hugh Fraser,4.5,1088.0,8735
Artemis Fowl and the Opal Deception,Eoin Colfer,4.7,586.0,683
Politics,Aristotle,4.7,13.0,266
The Start Up of You,Reid Hoffman,4.4,352.0,683
Verbal Command: Speak Like a Pro,Brian Tracy,-1,,1875
Culture and Imperialism,Edward W. Said,4.6,90.0,1338
Decide to Play Great Poker: A Strategy Guide to No-limit Texas Hold Em,Annie Duke,4.5,143.0,820
Innovation and Entrepreneurship,Peter F. Drucker,4.5,138.0,702
Healing the Shame That Binds You,John Bradshaw,4.4,120.0,791
"The Throne of Fire: The Kane Chronicles, Book 2",Rick Riordan,4.7,1147.0,888
How the West Was Won,Louis L'Amour,4.7,130.0,879
"Vision for Life, Revised Edition: Ten Steps to Natural Eyesight Improvement",Meir Schneider,4.5,139.0,1254
"Still More Stories from Grandma's Attic: Grandma's Attic Series, Book 3",Arleta Richardson,4.9,96.0,375
Boss with Benefits,Mickey Miller,4.6,169.0,668
